GS.WDT.2008225000000,2008-08-12T09:39:00.000000Z,2008-08-12T09:40:59.990000Z,0.999973
GS.WDT.2008225000000,2008-08-12T09:58:45.000000Z,2008-08-12T09:59:29.990000Z,0.989305
GS.WDT.2008225000000,2008-08-12T10:04:45.000000Z,2008-08-12T10:05:29.990000Z,0.991705
GS.WDT.2008225000000,2008-08-12T10:29:30.000000Z,2008-08-12T10:30:44.990000Z,0.999856
GS.WDT.2008225000000,2008-08-12T10:55:00.000000Z,2008-08-12T10:55:59.990000Z,0.999971
GS.WDT.2008225000000,2008-08-12T12:08:15.000000Z,2008-08-12T12:08:59.990000Z,0.999872
GS.WDT.2008225000000,2008-08-12T12:59:30.000000Z,2008-08-12T13:00:29.990000Z,0.999559
GS.WDT.2008225000000,2008-08-12T13:09:00.000000Z,2008-08-12T13:10:14.990000Z,0.999857
GS.WDT.2008225000000,2008-08-12T13:33:30.000000Z,2008-08-12T13:34:29.990000Z,0.999928
GS.WDT.2008225000000,2008-08-12T13:35:15.000000Z,2008-08-12T13:36:14.990000Z,0.999957
GS.WDT.2008225000000,2008-08-12T13:47:00.000000Z,2008-08-12T13:47:59.990000Z,0.999913
GS.WDT.2008225000000,2008-08-12T13:54:30.000000Z,2008-08-12T13:55:14.990000Z,0.999959
GS.WDT.2008225000000,2008-08-12T13:59:15.000000Z,2008-08-12T13:59:59.990000Z,0.999982
GS.WDT.2008225000000,2008-08-12T14:08:30.000000Z,2008-08-12T14:09:44.990000Z,0.99589
GS.WDT.2008225000000,2008-08-12T14:23:00.000000Z,2008-08-12T14:24:29.990000Z,0.999951
GS.WDT.2008225000000,2008-08-12T16:20:00.000000Z,2008-08-12T16:20:44.990000Z,0.999927
GS.WDT.2008225000000,2008-08-12T16:27:45.000000Z,2008-08-12T16:28:29.990000Z,0.999978
GS.WDT.2008225000000,2008-08-12T16:35:15.000000Z,2008-08-12T16:36:14.990000Z,0.999923
GS.WDT.2008225000000,2008-08-12T17:03:30.000000Z,2008-08-12T17:05:14.990000Z,0.999995
GS.WDT.2008225000000,2008-08-12T17:21:45.000000Z,2008-08-12T17:22:59.990000Z,0.999926
GS.WDT.2008225000000,2008-08-12T17:36:00.000000Z,2008-08-12T17:37:29.990000Z,0.999799
GS.WDT.2008225000000,2008-08-12T17:40:00.000000Z,2008-08-12T17:40:59.990000Z,0.999993
GS.WDT.2008225000000,2008-08-12T17:57:30.000000Z,2008-08-12T17:58:59.990000Z,0.999731
GS.WDT.2008225000000,2008-08-12T18:06:45.000000Z,2008-08-12T18:07:29.990000Z,0.747867
GS.WDT.2008225000000,2008-08-12T18:07:45.000000Z,2008-08-12T18:08:29.990000Z,0.999963
GS.WDT.2008225000000,2008-08-12T18:18:45.000000Z,2008-08-12T18:19:44.990000Z,0.999818
GS.WDT.2008225000000,2008-08-12T18:53:45.000000Z,2008-08-12T18:54:44.990000Z,0.999661
GS.WDT.2008225000000,2008-08-12T19:07:15.000000Z,2008-08-12T19:07:59.990000Z,0.997081
GS.WDT.2008225000000,2008-08-12T19:15:45.000000Z,2008-08-12T19:16:44.990000Z,0.999805
GS.WDT.2008225000000,2008-08-12T19:29:15.000000Z,2008-08-12T19:30:14.990000Z,0.999976
GS.WDT.2008225000000,2008-08-12T19:49:30.000000Z,2008-08-12T19:50:29.990000Z,0.999627
GS.WDT.2008225000000,2008-08-12T20:14:00.000000Z,2008-08-12T20:14:59.990000Z,0.999547
GS.WDT.2008225000000,2008-08-12T21:03:15.000000Z,2008-08-12T21:04:44.990000Z,0.999722
GS.WDT.2008225000000,2008-08-12T21:11:30.000000Z,2008-08-12T21:12:14.990000Z,0.996983
GS.WDT.2008225000000,2008-08-12T21:19:30.000000Z,2008-08-12T21:20:59.990000Z,0.997198
GS.WDT.2008225000000,2008-08-12T21:28:00.000000Z,2008-08-12T21:28:44.990000Z,0.982001
GS.WDT.2008225000000,2008-08-12T21:34:00.000000Z,2008-08-12T21:35:29.990000Z,0.999343
GS.WDT.2008225000000,2008-08-12T21:47:30.000000Z,2008-08-12T21:48:44.990000Z,0.999741
GS.WDT.2008225000000,2008-08-12T21:55:30.000000Z,2008-08-12T21:56:29.990000Z,0.998404
